Name,GP,AST,AST/G
"#13 Hirsh, Alissa",23,99,4.3
"#10 Alabi, Tolu",23,41,1.8
"#20 Jaeger, Abby",23,31,1.3
"#15 Briggs, Michelle",23,24,1.0
"#24 Boldt, Anne",23,20,0.9
"#05 Coleman, Cristal",21,14,0.7
"#34 Burnett, Elizabeth",23,10,0.4
"#12 Plemmons, Alex",22,5,0.2
"#21 Clarke, Kelly",21,3,0.1
"#22 Gogins, Karen",19,2,0.1
"#14 Matosky, Jordan",17,2,0.1
"#23 DeGroot, Rebecca",3,1,0.3
