Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"January 5, 1923 (Friday)",,Home,Missouri,"Grinnell, IA",,,"L,17-28",
"January 12, 1923 (Friday)",,Home,Kansas,"Grinnell, IA",,,"L,8-23",
"January 17, 1923 (Wednesday)",,Away,Iowa State,"Ames, IA",,,"L,12-26",
"January 20, 1923 (Saturday)",,Away,Drake,"Des Moines, IA",,,"L,17-25",
"January 27, 1923 (Saturday)",,Home,Nebraska,"Grinnell, IA",,,"L,13-20",
"February 2, 1923 (Friday)",,Away,Nebraska,"Lincoln, NE",,,"W,32-17",
"February 5, 1923 (Monday)",,Home,Drake,"Grinnell, IA",,,"L,21-22",
"February 9, 1923 (Friday)",,Away,Washington Unviersity,"St. Louis, MO",,,"L,21-25",
"February 10, 1923 (Saturday)",,Away,Missouri,"Columbia, MO",,,"L,13-41",
"February 13, 1923 (Tuesday)",,Home,Oklahoma,"Grinnell, IA",,,"L,14-27",
"February 17, 1923 (Saturday)",,Home,Washington Unviersity,"Grinnell, IA",,,"W,22-20",
"February 22, 1923 (Thursday)",,Away,Kansas State,"Manhattan, KS",,,"W,37-15",
"February 23, 1923 (Friday)",,Away,Kansas,"Lawrence, KS",,,"L,15-35",
"February 24, 1923 (Saturday)",,Away,Oklahoma,"Norman, OK",,,"L,25-33",
"February 27, 1923 (Tuesday)",,Home,Iowa State,"Grinnell, IA",,,"L,17-26",
"March 3, 1923 (Saturday)",,Home,Kansas State,"Grinnell, IA",,,"L,24-26",
