Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 9, 1992 (Wednesday)",,Home,Coe,"Grinnell, IA",,,"W,5-1",
"September 12, 1992 (Saturday)",,Away,Illinois College,"Jacksonville, IL",,,"W,5-0",
"September 16, 1992 (Wednesday)",,Home,Monmouth,"Grinnell, IA",,,"W,3-0",
"September 19, 1992 (Saturday)",,Home,Knox,"Grinnell, IA",,,"W,1-0",
"September 25, 1992 (Friday)",,Home,Fontbonne,"Grinnell, IA",,,"W,1-0",
"September 27, 1992 (Sunday)",,Home,Gustavus Adolphus,"Grinnell, IA",,,"L,1-3",
"September 29, 1992 (Tuesday)",,Away,Cornell,"Mount Vernon, IA",,,"W,3-1",
"October 3, 1992 (Saturday)",,Away,Knox,"Galesburg, IL",,,"W,2-1",
"October 6, 1992 (Tuesday)",,Home,Cornell,"Grinnell, IA",,,"W,6-1",
"October 8, 1992 (Thursday)",,Away,Coe,"Cedar Rapids, IA",,,"W,3-1",
"October 11, 1992 (Sunday)",,Home,Illinois College,"Grinnell, IA",,,"W,3-0",
"October 14, 1992 (Wednesday)",,Away,Monmouth,"Monmouth, IL",,,"L,1-2",
"October 22, 1992 (Thursday)",,Away,Austin,Austin,,,"T,0-0",
"October 24, 1992 (Saturday)",,Away,Trinity (TX),Trinity,,,"T,1-1",
"October 31, 1992 (Saturday)",,Home,Beloit (MWC Tournament Semifinal),"Grinnell, IA",,,"W,3-1",
"November 1, 1992 (Sunday)",,Home,Lake Forest (MWC Tournament Championship),"Grinnell, IA",,,"L,0-1",
