Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 3, 1999 (Friday)",,Home,Wisconsin-La Crosse,"Grinnell, IA",,,"L,4-5",
"September 11, 1999 (Saturday)",,Home,Knox,"Grinnell, IA",,,"W,7-0",
"September 12, 1999 (Sunday)",,Home,Illinois College,"Grinnell, IA",,,"W,10-0",
"September 15, 1999 (Wednesday)",,Away,Clarke,"Dubuque, IA",,,"W,2-0",
"September 18, 1999 (Saturday)",,Away,Beloit,"Beloit, WI",,,"W,1-0",
"September 19, 1999 (Sunday)",,Home,Monmouth,"Grinnell, IA",,,"W,4-0",
"September 25, 1999 (Saturday)",,Away,Lawrence,"Appleton, WI",,,"T,1-1",
"September 26, 1999 (Sunday)",,Away,St. Norbert,"De Pere, WI",,,"W,2-1",
"October 2, 1999 (Saturday)",,Away,Lake Forest,"Lake Forest, IL",,,"W,3-1",
"October 8, 1999 (Friday)",,Home,Central,"Grinnell, IA",,,"W,5-0",
"October 9, 1999 (Saturday)",,Home,William Penn,"Grinnell, IA",,,"W,4-0",
"October 16, 1999 (Saturday)",,Home,Carroll,"Grinnell, IA",,,"W,4-1",
"October 17, 1999 (Sunday)",,Home,Ripon,"Grinnell, IA",,,"W,10-0",
"October 22, 1999 (Friday)",,Away,Augustana,"Rock Island, IL",,,"W,5-3",
"October 24, 1999 (Sunday)",,Away,Coe,"Cedar Rapids, IA",,,"L,0-1",
"October 30, 1999 (Saturday)",,Home,Beloit (MWC Tournament Semifinal),"Grinnell, IA",,,"W,6-0",
"October 31, 1999 (Sunday)",,Home,Lawrence (MWC Tournament Championship),"Grinnell, IA",,,"W,1-0",
"November 3, 1999 (Wednesday)",,Away,Simpson (NCAA Tournament First Round),"Indianola, IA",,,"L,0-3",
