Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 10, 1983 (Saturday)",,Home,Loras,"Grinnell, IA",,,"W,8-1",
"September 10, 1983 (Saturday)",,Home,Grand View,"Grinnell, IA",,,"W,8-1",
"September 13, 1983 (Tuesday)",,Away,Coe,"Cedar Rapids, IA",,,"W,5-4",
"September 17, 1983 (Saturday)",,Home,Central,"Grinnell, IA",,,"L,4-5",
"September 24, 1983 (Saturday)",,Neutral,Wartburg,"Mount Vernon, IA",,,"W,5-4",
"September 24, 1983 (Saturday)",,Away,Cornell,"Mount Vernon, IA",,,"L,1-8",
"September 29, 1983 (Thursday)",,Home,Simpson,"Grinnell, IA",,,"W,8-1",
"October 1, 1983 (Saturday)",,Home,Upper Iowa,"Grinnell, IA",,,"W,9-0",
"October 8, 1983 (Saturday)",,Home,Knox,"Grinnell, IA",,,"W,6-3",
"October 14, 1983 (Friday)",,Away,Midwest Conference Meet,"Cedar Rapids, IA",,,7th/10 Teams,
