Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Phillips, Scott",,23.81,Mid-West Conference Championship,"Feb 26, 2010",0.0
,"Brunson, Winnon",SR-4,23.81,Mid-West Conference Championship,"Feb 26, 2010",0.0
,"Jenkins, Fernando",SR-4,25.27,UNI Dome Open,"Feb 19, 2010",0.0
