Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2010 (Wednesday)",5 pm,Away,North Central College,"Naperville, IL",,,"L,1-2(OT)",Recap
"September 4, 2010 (Saturday)",3:30 pm,Away,Knox College,"Galesburg, IL",,,"W,4-0",Recap
"September 11, 2010 (Saturday)",3:30 pm,Home,Ripon College,"Lake Forest, IL",,,"L,0-1",Recap
"September 14, 2010 (Tuesday)",4:30 pm,Home,Concordia University Chicago,"Lake Forest, IL",,,"W,3-1",Recap
"September 18, 2010 (Saturday)",3:30 pm,Away,Lawrence University,"Appleton, WI",,,"L,0-1",Recap
"September 22, 2010 (Wednesday)",4:30 pm,Home,Benedictine University,"Lake Forest, IL",,,"W,4-0",Recap
"September 25, 2010 (Saturday)",3:30 pm,Away,St. Norbert College,De Pere. WI,,,"W,3-0",Recap
"September 29, 2010 (Wednesday)",4:30 pm,Home,Carroll University,"Lake Forest, IL",,,"L,1-2",Recap
"October 2, 2010 (Saturday)",2:30 pm,Home,Aurora University,"Lake Forest, IL",,,"W,2-1",Recap
"October 4, 2010 (Monday)",4:30 pm,Home,Rockford University,"Lake Forest, IL",,,"W,2-0",Recap
"October 8, 2010 (Friday)",7 pm,Away,Elmhurst University,"Elmhurst, IL",,,"W,2-1",Recap
"October 14, 2010 (Thursday)",7:30 pm,Away,Augustana College (IL),"Rock Island, IL",,,"W,1-0(2OT)",Recap
"October 17, 2010 (Sunday)",2 pm,Home,Finlandia University,"Lake Forest, IL",,,"W,13-2",Recap
"October 19, 2010 (Tuesday)",2 pm,Away,Millikin University,"Decatur, IL",,,"L,0-4",Recap
"October 23, 2010 (Saturday)",1:30 pm,Away,Grinnell College,"Grinnell, IA",,,"W,4-3",Recap
"October 24, 2010 (Sunday)",3:30 pm,Home,Beloit College,"Lake Forest, IL",,,"L,2-3",Recap
"October 30, 2010 (Saturday)",2:30 pm,Home,Illinois College,"Lake Forest, IL",,,"W,3-1",Recap
"October 31, 2010 (Sunday)",2:30 pm,Home,Monmouth College,"Lake Forest, IL",,,"W,1-0",Recap
