Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2022 (Thursday)",10:30 am,Away,Rockford University,"Rockford, IL",,,"W,2-1",Box ScoreRecap
"September 3, 2022 (Saturday)",12:00 pm,Home,Webster University,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,0-2",Box ScoreRecap
"September 7, 2022 (Wednesday)",7:30 pm,Away,University of Dubuque,"Dubuque, IA",,,"L,0-4",Box ScoreRecap
"September 11, 2022 (Sunday)",2:00 pm,Away,Augustana College (IL),"Rock Island, IL",,,"L,1-4",Box Score
"September 14, 2022 (Wednesday)",4:30 pm,Home,Central College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,0-5",Box ScoreRecap
"September 17, 2022 (Saturday)",2:00 pm,Away,Maranatha Baptist  University,"Watertown, WI",,,"W,11-0",Box ScoreRecap
"September 18, 2022 (Sunday)",11:00 am,Away,Mount Mary University,"Milwaukee, WI",,,"W,7-0",Box Score
"September 21, 2022 (Wednesday)",5:00 pm,Home,Simpson College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,Canceled,
"September 25, 2022 (Sunday)",3:00 pm,Home,Benedictine University,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,0-3",Box ScoreRecap
"October 1, 2022 (Saturday)",1:30 pm,Away,Lake Forest College,"Lake Forest, IL",,,"L,0-3",Box ScoreRecap
"October 4, 2022 (Tuesday)",4:30 pm,Away,Knox College,"Galesburg, IL",,,"L,0-2",Box ScoreRecap
"October 8, 2022 (Saturday)",1:30 pm,Home,Ripon College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,1-2",Box ScoreRecap
"October 12, 2022 (Wednesday)",4:00 pm,Home,Grinnell College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,1-3",Box ScoreRecap
"October 19, 2022 (Wednesday)",3:45 pm,Home,Illinois College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"T,1-1",Box ScoreRecap
"October 22, 2022 (Saturday)",1:30 pm,Away,Beloit College,"Beloit, WI",,,"L,0-3",Box ScoreRecap
"October 26, 2022 (Wednesday)",3:45 pm,Away,Cornell College,"Mount Vernon, IA",,,"T,1-1",Box ScoreRecap
"October 29, 2022 (Saturday)",3:00 pm,Home,Lawrence University,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"T,2-2",Box ScoreRecap
