Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2021 (Wednesday)",5:30 PM,Away,Carleton College,"Northfield, MN",,,"T,2-22OT",Box ScoreRecap
"September 4, 2021 (Saturday)",3:00 PM,Away,Northland College,"Ashland, WI",,,"W,7-0",Box ScoreRecap
"September 8, 2021 (Wednesday)",5:00 PM,Away,University of Wisconsin - River Falls,"River Falls, WI",,,"W,1-0",Box ScoreRecap
"September 15, 2021 (Wednesday)",4:30 PM,Home,Concordia College (Minn.),"St. Paul, MN (Home)/ Macalester Stadium",,,"W,1-0",Box ScoreRecap
"September 18, 2021 (Saturday)",1:00 PM,Away,University of Wisconsin-Stout,"Menomonie, WI",,,"W,1-0",Box ScoreRecap
"September 21, 2021 (Tuesday)",7:30 PM,Away,Augsburg University,"Minneapolis, MN",,,"L,0-1",Box ScoreRecap
"September 25, 2021 (Saturday)",3:30 PM,Away,St. Olaf College,"Northfield, MN",,,"L,1-2",Box ScoreRecap
"September 26, 2021 (Sunday)",1:00 PM,Home,Finlandia University,"St. Paul, MN (Home)/ Macalester Stadium",,,"W,3-0",Box ScoreRecap
"September 29, 2021 (Wednesday)",7:30 PM,Home,Bethel University,"St. Paul, MN (Home)/ Macalester Stadium",,,"L,0-1",Box ScoreRecapGame Program
"October 2, 2021 (Saturday)",3:30 PM,Away,Hamline University,"St. Paul, MN",,,"W,1-0OT",Box ScoreRecap
"October 6, 2021 (Wednesday)",7:30 PM,Home,University of Wisconsin-Eau Claire,"St. Paul, MN (Home)/ Macalester Stadium",,,"W,2-0",Box ScoreRecap
"October 9, 2021 (Saturday)",6:00 PM,Home,St. Catherine University,"St. Paul, MN (Home)/ Macalester Stadium",,,"T,1-12OT",Box ScoreRecapGame Program
"October 12, 2021 (Tuesday)",7:30 PM,Home,College of St. Scholastica,"St. Paul, MN (Home)/ Macalester Stadium",,,"W,2-1",Box ScoreRecap
"October 16, 2021 (Saturday)",3:30 PM,Away,Carleton College,"Northfield, MN",,,"W,2-0",Box ScoreRecap
"October 19, 2021 (Tuesday)",7:30 PM,Home,Grinnell College,"St. Paul, MN (Home)/ Macalester Stadium",,,"W,2-0",Box ScoreRecapGame Program
"October 23, 2021 (Saturday)",3:30 PM,Home,College of Saint Benedict,"St. Paul, MN (Home)/ Macalester Stadium",,,"L,0-1",Box ScoreRecapGame Program
"October 27, 2021 (Wednesday)",7:30 PM,Home,Saint Mary's University (Minn.),"St. Paul, MN (Home)/ Macalester Stadium",,,"L,0-1",Box ScoreRecapGame Program
"October 30, 2021 (Saturday)",3:30 PM,Away,Gustavus Adolphus College,"St. Peter, MN",,,"L,0-1",Box ScoreRecap
