Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Richter, Theo",SO-2,49.03m,"160' 10""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Bean, Garret",FR-1,39.76m,"130' 5""",Dick Young Invitational,"Apr 23, 2022"
