Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Olowu, Paige",FR-1,12.84,2019 Dick Young Invite,"Apr 20, 2019",-0.9
,"McCabe, Madeline",FR-1,13.25,2019 Dick Young Invite,"Apr 20, 2019",0.1
