Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 2, 2017 (Saturday)",6:00 PM,Home,Rose-Hulman Institute of Technology,"Jacksonville, Ill.",,,"L,32-33",Box ScoreRecap
"September 9, 2017 (Saturday)",1:00 PM,Away,Simpson College,"Indianola, Iowa",,,"L,13-45",Box ScoreRecap
"September 23, 2017 (Saturday)",6:00 PM,Home,University of Chicago,"Jacksonville, Ill.",,,"L,7-28",Box ScoreRecap
"September 30, 2017 (Saturday)",6:00 PM,Away,Beloit College,"Beloit, Wis.",,,"W,61-29",Box ScoreRecap
"October 7, 2017 (Saturday)",1:00 PM,Home,Cornell College,"Jacksonville, Ill.",,,"W,42-26",Box ScoreRecap
"October 14, 2017 (Saturday)",1:00 PM,Away,Monmouth College,"Monmouth, Ill.",,,"L,14-59",Box ScoreRecap
"October 21, 2017 (Saturday)",6:00 PM,Home,Knox College,"Jacksonville, Ill.",,,"W,23-13",Box ScoreRecap
"October 28, 2017 (Saturday)",1:00 PM,Away,Grinnell College,"Grinnell, Iowa",,,"W,30-7",Box ScoreRecap
"November 4, 2017 (Saturday)",1:00 PM,Home,Lake Forest College,"Jacksonville, Ill.",,,"L,21-28",Box ScoreRecap
"November 11, 2017 (Saturday)",1:00 PM,Home,Macalester College,"Jacksonville, Ill.",,,"W,32-27",Box ScoreRecap
