School,Conf,CPct.,Overall,Pct.,Streak,Home,Away,Neutral
Lake Forest#,5-0,1.000,6-3,.667,L1,2-0,4-2,0-1
St. Norbert College,2-4,.333,2-4,.333,L1,1-1,0-3,1-0
Ripon,1-4,.200,3-7,.300,L2,3-5,0-1,0-1
Grinnell#,8-0,1.000,9-1,.900,L1,5-0,3-0,1-1
Cornell College,5-3,.625,10-9,.526,L1,5-6,5-3,0-0
Monmouth (IL),2-5,.286,2-7,.222,L3,1-2,1-4,0-1
Illinois Col.,0-7,.000,0-15,.000,L15,0-8,0-7,0-0
