School,Conf,CPct.,Overall,Pct.,Streak,Home,Away,Neutral
Grinnell*,8-0,1.000,26-5,.839,L1,11-0,5-3,10-2
Lawrence*,6-2,.750,12-8,.600,W4,4-1,4-4,4-3
Lake Forest*,6-2,.750,12-11-1,.521,L2,6-4,4-0,2-7-1
Cornell College*,5-3,.625,13-10,.565,L3,6-6,5-2,2-2
Illinois Col.,4-4,.500,9-10,.474,W2,3-4,4-5,2-1
St. Norbert College,3-5,.375,6-12,.333,L2,5-4,1-6,0-2
Monmouth (IL),3-5,.375,4-12,.250,L4,2-3,1-7,1-2
Ripon,1-7,.125,2-10,.167,L5,0-4,2-6,0-0
Knox,0-8,.000,1-14,.067,L13,0-8,1-6,0-0
