School,Conf,CPct.,Overall,Pct.,Streak,Home,Away,Neutral
Grinnell*,8-0,1.000,23-5,.821,L1,11-0,3-1,9-4
Lake Forest*,7-1,.875,14-8,.636,L1,8-3,3-4,3-1
Lawrence*,6-2,.750,12-9,.571,L1,3-3,8-3,1-3
Monmouth (IL)*,4-4,.500,6-13,.316,L2,2-1,3-5,1-7
St. Norbert College,4-4,.500,9-9,.500,W1,4-3,5-4,0-2
Illinois Col.,3-5,.375,8-9,.471,L2,2-3,5-5,1-1
Cornell College,3-5,.375,5-14,.263,W2,5-4,0-6,0-4
Ripon,1-7,.125,1-15,.062,L4,1-11,0-3,0-1
Knox,0-8,.000,0-15,.000,L15,0-8,0-6,0-1
