School,Conf,CPct.,Overall,Pct.,Streak,Home,Away,Neutral
Grinnell*^,6-0,1.000,18-8,.692,L1,5-1,7-5,6-2
Lake Forest^,5-1,.833,11-9,.550,L1,4-2,3-3,4-4
Cornell College^,4-2,.667,11-14,.440,L1,6-8,2-4,3-2
Ripon^,3-3,.500,6-13,.316,L1,4-4,1-4,1-5
Lawrence,2-4,.333,4-13,.235,L4,3-5,1-7,0-1
Illinois Col.,1-5,.167,2-15,.118,L2,1-5,0-8,1-2
Monmouth (IL),0-6,.000,0-8,.000,L8,0-4,0-4,0-0
