0,1,2,3,4,5
Grinnell College,330,323,653,77.0,t-6th
Vidushi Sinha,71,75,146,2.0,2nd
Vrishali Sinha,78,74,152,8.0,5th
Julia Echikson#,82,85,167,23.0,t-38th
Sam Nakahira,91,84,175,31.0,t-61st
Samanike Hengst,94,90,184,40.0,t-72nd
Anisha Agarwalla,90,wd,90,,
