Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"February 19, 2023 (Sunday)",1:00 PM,Neutral,Bethany Lutheran College,"Mankato, MN/Maverick All-Sports Dome",,,,"W,6-3",Box ScoreRecap
"February 19, 2023 (Sunday)",3:30 PM,Neutral,North Central University (MN),"Mankato, MN/Maverick All-Sports Dome",,,,"W,19-0",Box ScoreRecap
"February 26, 2023 (Sunday)",8:00 AM,Neutral,Bethany Lutheran College,"Mankato, MN/Maverick All-Sports Dome",,,,"W,9-3",Box ScoreRecap
"February 26, 2023 (Sunday)",10:30 AM,Neutral,Luther College,"Mankato, MN/Maverick All-Sports Dome",,,,"L,3-11",Box ScoreRecap
"March 4, 2023 (Saturday)",12:00 PM,Neutral,Grinnell College,"Rochester, MN/ Rochester Dome",,,Rochester Dome Tournament,"L,1-7",Box ScoreRecap
"March 4, 2023 (Saturday)",2:00 PM,Neutral,Luther College,"Rochester, MN/ Rochester Dome",,,Rochester Dome Tournament,"W,5-3",Box ScoreRecap
"March 12, 2023 (Sunday)",9:00 AM EDT,Neutral,Wisconsin Lutheran College,"Clermont, FL/Hancock Park Ballfields",,,THE Spring Games,"W,6-1",Box ScoreRecap
"March 12, 2023 (Sunday)",2:00 PM EDT,Neutral,Plymouth State University,"Clermont, FL/Hancock Park Ballfields",,,THE Spring Games,"L,0-5",Box ScoreRecap
"March 13, 2023 (Monday)",9:00 AM EDT,Neutral,Edgewood College,"Clermont, FL/Hancock Park Ballfields",,,THE Spring Games,"L,6-10",Box ScoreRecap
"March 13, 2023 (Monday)",11:30 AM EDT,Neutral,Ohio Wesleyan University,"Clermont, FL/Hancock Park Ballfields",,,THE Spring Games,"W,3-2",Box ScoreRecap
"March 14, 2023 (Tuesday)",2:00 PM EDT,Neutral,New England College,"Clermont, FL/Hancock Park Ballfields",,,THE Spring Games,"L,7-8",Box ScoreRecap
"March 14, 2023 (Tuesday)",4:30 PM EDT,Neutral,Bowdoin College,"Clermont, FL/Hancock Park Ballfields",,,THE Spring Games,"L,3-7",Box ScoreRecap
"March 16, 2023 (Thursday)",9:00 AM EDT,Neutral,Mount Saint Mary College (NY),"Clermont, FL/Hancock Park Ballfields",,,THE Spring Games,"L,4-8",Box ScoreRecap
"March 16, 2023 (Thursday)",11:30 AM EDT,Neutral,Carthage College,"Clermont, FL/Hancock Park Ballfields",,,THE Spring Games,"W,5-4",Box ScoreRecap
"March 17, 2023 (Friday)",2:00 PM EDT,Neutral,Lawrence University,"Clermont, FL/Legends Way Ballfields",,,THE Spring Games,"W,12-1",Box ScoreRecap
"March 17, 2023 (Friday)",4:30 PM EDT,Neutral,Fredonia,"Clermont, FL/Legends Way Ballfields",,,THE Spring Games,"L,4-7",Box ScoreRecap
"April 5, 2023 (Wednesday)",3:30 PM,Away,Augsburg University,"Minneapolis, MN",,,,"L,2-10",Box ScoreRecap
"April 5, 2023 (Wednesday)",5:30 PM,Away,Augsburg University,"Minneapolis, MN",,,,"W,4-1",Box ScoreRecap
"April 8, 2023 (Saturday)",2:00 PM,Home,Hamline University,"St. Paul, MN (Home)/ Macalester Stadium",,,,"W,1-0",Box ScoreRecapGame Program
"April 8, 2023 (Saturday)",4:00 PM,Home,Hamline University,"St. Paul, MN (Home)/ Macalester Stadium",,,,"W,3-2",Box ScoreRecapGame Program
"April 11, 2023 (Tuesday)",4:30 PM,Home,St. Catherine University,"St. Paul, MN (Home)/ Macalester Softball Complex",,,,"L,4-6",Box ScoreRecapGame Program
"April 11, 2023 (Tuesday)",6:30 PM,Home,St. Catherine University,"St. Paul, MN (Home)/ Macalester Softball Complex",,,,"L,0-1",Box ScoreRecapGame Program
"April 14, 2023 (Friday)",3:30 PM,Away,Gustavus Adolphus College,"St. Peter, MN",,,,"L,6-7",Box ScoreRecap
"April 14, 2023 (Friday)",5:30 PM,Away,Gustavus Adolphus College,"St. Peter, MN",,,,"L,3-5",Box ScoreRecap
"April 16, 2023 (Sunday)",12:00 PM,Neutral,Saint Mary's University (Minn.),"Minneapolis, MN/Augsburg University",,,,"L,6-9",Box ScoreRecap
"April 16, 2023 (Sunday)",2:00 PM,Neutral,Saint Mary's University (Minn.),"Minneapolis, MN/Augsburg University",,,,"L,2-5",Box ScoreRecap
"April 19, 2023 (Wednesday)",4:00 PM,Home,College of Saint Benedict,"St. Paul, MN (Home)/ Macalester Softball Complex",,,,"L,0-5",Box ScoreRecapGame Program
