Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"February 5, 2022 (Saturday)",3 p.m.,Home,St. Mary's Univ. (Minn.),"De Pere, Wis./Green Bay Tennis Center",,,,"L,8-1",RecapBox Score (PDF)
"February 6, 2022 (Sunday)",2:30 p.m.,Home,College of St. Scholastica,"De Pere, Wis./Green Bay Tennis Center",,,,"L,6-3",RecapBox Score (PDF)
"February 18, 2022 (Friday)",7 p.m.,Home,Lawrence Univ.,"De Pere, Wis./Green Bay Tennis Center",,,,"W,7-2",RecapBox Score (PDF)
"March 5, 2022 (Saturday)",2:30 p.m.,Home,Loras College,"De Pere, Wis./Green Bay Tennis Center",,,,"L,7-2",RecapBox Score (PDF)
"March 26, 2022 (Saturday)",9 a.m.,Away,Lakeland Univ.,"Kohler, Wis.",,,,"W,7-2",RecapBox Score (PDF)
"March 27, 2022 (Sunday)",1 p.m.,Home,Concordia Univ. Chicago,"De Pere, Wis./Green Bay Tennis Center",,,,"W,9-0",RecapBox Score (PDF)
"April 2, 2022 (Saturday)",7 p.m.,Away,Illinois Institute of Technology,"Chicago, Ill.",,,,"L,9-0",RecapBox Score (PDF)
"April 9, 2022 (Saturday)",3 p.m.,Home,Concordia Univ. Wisconsin,"De Pere, Wis./Green Bay Tennis Center",,,,"L,6-3",RecapBox Score (PDF)
"April 10, 2022 (Sunday)",10 a.m.,Away,Wisconsin Lutheran College,"Jackson, Wis.",,,,"L,7-2",RecapBox Score (PDF)
"April 16, 2022 (Saturday)",3 p.m.,Home,Milwaukee School of Engineering,"De Pere, Wis./Green Bay Tennis Center",,,,"L,8-1",RecapResults (PDF)
"April 24, 2022 (Sunday)",Noon,Away,Marian Univ.,"Fond du Lac, Wis.",,,,"W,8-1",RecapBox Score (PDF)
"May 3, 2022 (Tuesday)",10:30 a.m.,Away,Wisconsin Lutheran College,"Jackson, Wis.",,,Northern Athletics Collegiate Conference Tournament,"L,5-3",RecapBox Score (PDF)
