Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 2, 2011 (Friday)",4:30 p.m.,Away,Lakeland College,,,,,"W,6-0",
"September 4, 2011 (Sunday)",3 p.m.,Home,UW-River Falls,,,,,"W,3-2OT",
"September 11, 2011 (Sunday)",Noon,Home,Edgewood College,,,,,"W,3-1",
"September 17, 2011 (Saturday)",4:30 p.m.,Neutral,UW-Platteville,,,,,"L,4-1",
"September 18, 2011 (Sunday)",Noon,Away,Loras College,,,,,"L,5-1",
"September 21, 2011 (Wednesday)",5 p.m.,Away,Lawrence Univ.,,,,,"W,4-2",
"September 24, 2011 (Saturday)",11 a.m.,Home,Monmouth College,,,,,"T,1-12 OT",
"September 25, 2011 (Sunday)",2 p.m.,Away,UW-Stout,,,,,"L,3-0",
"September 28, 2011 (Wednesday)",5:30 p.m.,Home,Ripon College,,,,,"W,5-2",
"October 1, 2011 (Saturday)",11 a.m.,Away,Grinnell College,,,,,"L,4-3",
"October 3, 2011 (Monday)",7 p.m.,Away,UW-Oshkosh,,,,,"L,1-0",
"October 8, 2011 (Saturday)",1 p.m.,Away,Beloit College,,,,,"W,3-0",
"October 11, 2011 (Tuesday)",7 p.m.,Home,Concordia (Wis.) Univ.,,,,,"L,5-3",
"October 16, 2011 (Sunday)",1 p.m.,Away,Lake Forest College,,,,,"W,1-0",
"October 17, 2011 (Monday)",7 p.m.,Home,Carthage College,,,,,"L,3-22 OT",
"October 22, 2011 (Saturday)",11 a.m.,Home,Illinois College,,,,,"W,4-0",
"October 23, 2011 (Sunday)",11 a.m.,Home,Knox College,,,,,"W,8-0",
"October 28, 2011 (Friday)",5:30 p.m.,Home,Carroll Univ.,,,,,"W,2-0",
"November 4, 2011 (Friday)",11 a.m.,Neutral,Grinnell College,,,,"24 Midwest Conference Tournament Schneider Stadium - De Pere, Wis.","W,1-0",
"November 4, 2011 (Friday)",2 p.m.,Home,Lawrence Univ.,,,,"24 Midwest Conference Tournament Schneider Stadium - De Pere, Wis.","W,4-1",
"November 5, 2011 (Saturday)",Noon,Home,Carroll Univ.,,,,"24 Midwest Conference Tournament Schneider Stadium - De Pere, Wis.","L,2-1",
