Statistic,High,Player,Opponent
POINTS,8,"Cladouhos, Henry",Buena Vista (9/7/2019)
GOALS,3,"Cladouhos, Henry Piedrasanta, Carlos Yang, Jasper",Buena Vista (9/7/2019) Iowa Wesleyan (9/16/2019) Lawrence University (9/29/2019)
ASSISTS,2,"Cladouhos, Henry Yang, Jasper Kobayashi, Mikoto",Buena Vista (9/7/2019) Iowa Wesleyan (9/16/2019) Illinois Col. (11/02/2019)
SHOTS,9,"Yang, Jasper",Illinois Col. (11/02/2019)
SHOTS ON GOAL,6,"Yang, Jasper",Illinois Col. (11/02/2019)
SAVES,10,"Cloutier, Jared",Cornell College (10/9/2019)
FOULS,4,"Piedrasanta, Carlos",Northwestern-St. Pau (9/13/2019)
