0,1,2
POINTS,8,Buena Vista (9/7/2019)
GOALS,3,Buena Vista (9/7/2019) Iowa Wesleyan (9/16/2019) Lawrence University (9/29/2019)
ASSISTS,2,Buena Vista (9/7/2019) Iowa Wesleyan (9/16/2019) Illinois Col. (11/02/2019)
SHOTS,9,Illinois Col. (11/02/2019)
SHOTS ON GOAL,6,Illinois Col. (11/02/2019)
SAVES,10,Cornell College (10/9/2019)
FOULS,4,Northwestern-St. Pau (9/13/2019)
