0,1,2
POINTS,12,Lawrence University (9/29/2019)
GOALS,4,Lawrence University (9/29/2019)
ASSISTS,4,Lawrence University (9/29/2019)
SHOTS,20,Carleton (9/8/2019)
SHOTS ON GOAL,13,Cornell College (10/9/2019)
SAVES,11,Coe (8/30/2019)
FOULS,17,Illinois Col. (11/02/2019)
CORNER KICKS,13,Simpson (9/11/2019)
