0,1,2
POINTS,2,Coe (8/30/2019) Carleton (9/8/2019) Northwestern-St. Pau (9/13/2019) Knox (10/12/2019) Ripon (10/19/2019)
GOALS,1,Coe (8/30/2019) Carleton (9/8/2019) Simpson (9/11/2019) Northwestern-St. Pau (9/13/2019) Lake Forest (9/28/2019) Beloit (10/5/2019) Knox (10/12/2019) Ripon (10/19/2019)
ASSISTS,1,Carleton (9/8/2019) Northwestern-St. Pau (9/13/2019) Knox (10/12/2019)
SHOTS,5,Coe (8/30/2019) Buena Vista (9/7/2019) Ripon (10/19/2019) Illinois Col. (11/02/2019)
SHOTS ON GOAL,2,Coe (8/30/2019) Buena Vista (9/7/2019) Lake Forest (9/28/2019) Ripon (10/19/2019)
SAVES,2,Simpson (9/11/2019) Knox (10/12/2019)
FOULS,1,Buena Vista (9/7/2019) Iowa Wesleyan (9/16/2019)
CORNER KICKS,1,Iowa Wesleyan (9/16/2019) Lake Forest (9/28/2019) Beloit (10/5/2019) Ripon (10/19/2019)
