0,1,2
POINTS,3,"Bethany Lutheran (9/14/2019) Dubuque, Univ. of (9/21/2019) St. Norbert (10/20/2019)"
GOALS,1,"Bethany Lutheran (9/14/2019) Dubuque, Univ. of (9/21/2019) Lake Forest (9/28/2019) St. Norbert (10/20/2019)"
ASSISTS,1,"Bethany Lutheran (9/14/2019) Dubuque, Univ. of (9/21/2019) St. Norbert (10/20/2019)"
SHOTS,4,Carleton (9/8/2019) Simpson (9/11/2019) Lake Forest (9/28/2019)
SHOTS ON GOAL,1,Lake Forest (9/28/2019)
SAVES,1,Iowa Wesleyan (9/16/2019) Lawrence University (9/29/2019) Ripon (10/19/2019)
FOULS,1,Coe (8/30/2019)
CORNER KICKS,1,Carleton (9/8/2019) Lake Forest (9/28/2019) Lawrence University (9/29/2019)
