Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 2, 2006 (Saturday)",,Home,Kenyon,"Grinnell, IA",,,"L,31-57",
"September 9, 2006 (Saturday)",,Away,St. Norbert,"De Pere, WI",,,"L,13-63",
"September 16, 2006 (Saturday)",,Home,Carroll,"Grinnell, IA",,,"L,14-49",
"September 23, 2006 (Saturday)",,Away,Lawrence,"Appleton, WI",,,"L,18-45",
"September 30, 2006 (Saturday)",,Home,Monmouth,"Grinnell, IA",,,"L,31-51",
"October 7, 2006 (Saturday)",,Home,Knox,"Grinnell, IA",,,"W,35-34",
"October 14, 2006 (Saturday)",,Away,Lake Forest,"Lake Forest, IL",,,"L,14-21",
"October 21, 2006 (Saturday)",,Home,Illinois College,"Grinnell, IA",,,"L,13-33",
"October 28, 2006 (Saturday)",,Away,Ripon,"Ripon, WI",,,"L,14-55",
"November 4, 2006 (Saturday)",,Home,Beloit,"Grinnell, IA",,,"W,39-22",
