Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 7, 1991 (Saturday)",,Home,Gustavus Adolphus,"Grinnell, IA",,,"L,0-2",
"September 8, 1991 (Sunday)",,Home,Westminster (MO),"Grinnell, IA",,,"W,8-0",
"September 11, 1991 (Wednesday)",,Away,Cornell,"Mount Vernon, IA",,,"W,5-0",
"September 15, 1991 (Sunday)",,Away,Augsburg,"Minneapolis, MN",,,"W,2-0",
"September 21, 1991 (Saturday)",,Away,Knox,"Galesburg, IL",,,"W,8-0",
"September 25, 1991 (Wednesday)",,Home,Coe,"Grinnell, IA",,,"W,5-0",
"September 27, 1991 (Friday)",,Away,Washington-St. Louis,"St. Louis, MO",,,"W,1-0",
"September 28, 1991 (Saturday)",,Away,Maryville (MO),"St. Louis, MO",,,"W,7-0",
"October 2, 1991 (Wednesday)",,Away,Coe,"Cedar Rapids, IA",,,"W,6-0",
"October 5, 1991 (Saturday)",,Home,Knox,"Grinnell, IA",,,"W,1-0",
"October 6, 1991 (Sunday)",,Home,Cornell,"Grinnell, IA",,,"W,5-1",
"October 12, 1991 (Saturday)",,Home,Carleton,"Grinnell, IA",,,"W,1-0",
"October 21, 1991 (Monday)",,Away,Denver,"Denver, CO",,,"L,1-2",
"October 22, 1991 (Tuesday)",,Away,Colorado Christian,"Lakewood, CO",,,"L,0-1",
"October 26, 1991 (Saturday)",,Home,St. Norbert (MWC Tournament Semifinal),"Grinnell, IA",,,"W,4-0",
"October 27, 1991 (Sunday)",,Home,Beloit (MWC Tournament Championship),"Grinnell, IA",,,"W,4-3",
