Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Richter, Theo",SO-2,49.03m,"160' 10""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Richter, Theo",SO-2,48.21m,"158' 2""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Richter, Theo",SO-2,46.71m,"153' 3""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Richter, Theo",SO-2,46.42m,"152' 3""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Richter, Theo",SO-2,45.54m,"149' 5""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Richter, Theo",SO-2,45.35m,"148' 9""",Mustang Open,"Apr 9, 2022"
,"Richter, Theo",SO-2,44.56m,"146' 2""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Richter, Theo",SO-2,43.98m,"144' 3""",Emory Thrills in the Hills Open,"Mar 25, 2022"
,"Richter, Theo",SO-2,43.66m,"143' 3""",Emory Thrills in the Hills Open,"Mar 25, 2022"
,"Richter, Theo",SO-2,43.51m,"142' 9""",Emory Thrills in the Hills Open,"Mar 25, 2022"
,"Richter, Theo",SO-2,42.28m,"138' 8""",Mustang Open,"Apr 9, 2022"
,"Richter, Theo",SO-2,42.21m,"138' 6""",Emory Thrills in the Hills Open,"Mar 25, 2022"
,"Richter, Theo",SO-2,42.18m,"138' 5""",Mustang Open,"Apr 9, 2022"
,"Richter, Theo",SO-2,41.07m,"134' 9""",Emory Thrills in the Hills Open,"Mar 25, 2022"
,"Bean, Garret",FR-1,39.76m,"130' 5""",Dick Young Invitational,"Apr 23, 2022"
,"Bean, Garret",FR-1,39.05m,"128' 1""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Bean, Garret",FR-1,38.84m,"127' 5""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Bean, Garret",FR-1,38.76m,"127' 2""",Midwest Conference Outdoor Championship,"May 13, 2022"
,"Bean, Garret",FR-1,36.12m,"118' 6""",Dick Young Invitational,"Apr 23, 2022"
,"Bean, Garret",FR-1,35.90m,"117' 9""",Dick Young Invitational,"Apr 23, 2022"
,"Bean, Garret",FR-1,35.29m,"115' 9""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Bean, Garret",FR-1,35.18m,"115' 5""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Bean, Garret",FR-1,35.09m,"115' 1""",2022 Kip Janvrin Open,"Apr 28, 2022"
,"Bean, Garret",FR-1,34.76m,"114' 0""",Mustang Open,"Apr 9, 2022"
,"Bean, Garret",FR-1,33.53m,"110' 0""",Cornell College Invitational,"Apr 2, 2022"
,"Bean, Garret",FR-1,33.04m,"108' 5""",Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Bean, Garret",FR-1,33.04m,"108' 5""",Emory Thrills in the Hills Open,"Mar 25, 2022"
,"Bean, Garret",FR-1,31.45m,"103' 2""",Mustang Open,"Apr 9, 2022"
,"Bean, Garret",FR-1,28.95m,"95' 0""",Emory Thrills in the Hills Open,"Mar 25, 2022"
,"Bean, Garret",FR-1,26.57m,"87' 2""",Emory Thrills in the Hills Open,"Mar 25, 2022"
