Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Willis, Zach",SR-4,50.83,Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Gilbert, Aiden",JR-3,51.27,Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"Gilbert, Aiden",JR-3,51.39,Midwest Conference Outdoor Championship,"May 13, 2022"
,"Fuller, Andrew",SO-2,51.76,2022 Kip Janvrin Open,"Apr 28, 2022"
,"Gilbert, Aiden",JR-3,51.83,Midwest Conference Outdoor Championship,"May 13, 2022"
,"Gilbert, Aiden",JR-3,52.13,2022 Kip Janvrin Open,"Apr 28, 2022"
,"Jacobs, Tommy",SR-4,52.29,Midwest Conference Outdoor Championship,"May 13, 2022"
,"Fuller, Andrew",SO-2,52.65,Midwest Conference Outdoor Championship,"May 13, 2022"
,"Jacobs, Tommy",SR-4,52.91,Dick Young Invitational,"Apr 23, 2022"
,"Gilbert, Aiden",JR-3,53.45,Mustang Open,"Apr 9, 2022"
