Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Willis, Zach",SO-2,1:58.66,Wartburg Qualifier,"Mar 6, 2020"
,"O'Reilly, Declan",JR-3,1:58.72,Wartburg Qualifier,"Mar 6, 2020"
,"Willis, Zach",SO-2,1:58.77,Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Willis, Zach",SO-2,1:58.90,Darren Young Classic,"Feb 15, 2020"
,"O'Reilly, Declan",JR-3,1:59.31,Darren Young Classic,"Feb 15, 2020"
,"O'Reilly, Declan",JR-3,1:59.68,Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Willis, Zach",SO-2,2:00.40,2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"O'Reilly, Declan",JR-3,2:00.97,2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"O'Reilly, Declan",JR-3,2:01.63,Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Nickeson, Andrew",FR-1,2:01.78,Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Willis, Zach",SO-2,2:01.98,Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Willis, Zach",SO-2,2:02.35,Hilltop Invitational,"Jan 25, 2020"
,"Nickeson, Andrew",FR-1,2:02.37,Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Gregor, Justin",SR-4,2:02.87,Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Nickeson, Andrew",FR-1,2:03.71,Hilltop Invitational,"Jan 25, 2020"
,"Gregor, Justin",SR-4,2:05.90,Darren Young Classic,"Feb 15, 2020"
,"Nickeson, Andrew",FR-1,2:07.12,Darren Young Classic,"Feb 15, 2020"
,"Snyder, Dan",SO-2,2:09.42,2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Snyder, Dan",SO-2,2:10.05,Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Snyder, Dan",SO-2,2:10.81,Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Snyder, Dan",SO-2,2:13.63,Hilltop Invitational,"Jan 25, 2020"
,"Snyder, Dan",SO-2,2:18.76,Dutch Athletic Classic 2020,"Jan 18, 2020"
