Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Willis, Zach",SO-2,51.68,Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"O'Reilly, Declan",JR-3,52.57,Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Jacobson, Noah",SR-4,54.75,2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Jacobson, Noah",SR-4,55.30,Hilltop Invitational,"Jan 25, 2020"
,"Taylor, Zeke",JR-3,55.87,Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Taylor, Zeke",JR-3,55.96,Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Jacobson, Noah",SR-4,56.21,Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Taylor, Zeke",JR-3,57.37,Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Gregor, Justin",SR-4,58.07,Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Moppel, Christopher",SO-2,59.17,Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Moppel, Christopher",SO-2,1:00.47,2020 Grinnell Indoor Invitational,"Feb 1, 2020"
