Unnamed: 0,Time,Athletes,Meet,Meet Date
,3:29.93,"Jacobs, O'Reilly, Jacobson, Willis",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,3:30.70,"Willis, O'Reilly, Jacobs, Jacobson",Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,3:36.20,"O'Reilly, Willis, Jacobs, Jacobson",Darren Young Classic,"Feb 15, 2020"
,3:38.24,"Jacobs, Jacobson, Taylor, O'Reilly",Hilltop Invitational,"Jan 25, 2020"
,3:38.34,"Jacobs, Jacobson, O'Reilly, Willis",2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,3:41.27,"Willis, O'Reilly, Jacobson, Jacobs",Dutch Athletic Classic 2020,"Jan 18, 2020"
,3:49.70,"Gregor, Taylor, Harvey, Nickeson",Dutch Athletic Classic 2020,"Jan 18, 2020"
