Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Renaud, Quinn",SO-2,4.27m,"14' 0""",Hilltop Invitational,"Jan 25, 2020"
,"Renaud, Quinn",SO-2,4.25m,"13' 11.25""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Renaud, Quinn",SO-2,4.10m,"13' 5.25""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Renaud, Quinn",SO-2,4.10m,"13' 5.25""",Hilltop Invitational,"Jan 25, 2020"
,"Renaud, Quinn",SO-2,3.99m,"13' 1""",Darren Young Classic,"Feb 15, 2020"
,"Renaud, Quinn",SO-2,3.95m,"12' 11.5""",Hilltop Invitational,"Jan 25, 2020"
,"Renaud, Quinn",SO-2,3.91m,"12' 10""",Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Renaud, Quinn",SO-2,3.80m,"12' 5.5""",Hilltop Invitational,"Jan 25, 2020"
,"Renaud, Quinn",SO-2,3.65m,"11' 11.75""",Hilltop Invitational,"Jan 25, 2020"
,"Midlash, Nicholas",JR-3,3.50m,"11' 5.75""",Hilltop Invitational,"Jan 25, 2020"
,"Midlash, Nicholas",JR-3,3.35m,"10' 11.75""",Hilltop Invitational,"Jan 25, 2020"
,"Midlash, Nicholas",JR-3,3.35m,"10' 11.75""",Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Midlash, Nicholas",JR-3,3.20m,"10' 6""",Hilltop Invitational,"Jan 25, 2020"
,"Midlash, Nicholas",JR-3,3.20m,"10' 6""",Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Midlash, Nicholas",JR-3,3.20m,"10' 6""",2019 Pioneer Indoor Preview Meet,"Dec 6, 2019"
,"Midlash, Nicholas",JR-3,3.05m,"10' 0""",Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Midlash, Nicholas",JR-3,2.90m,"9' 6.25""",Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Eagen, Sam",SO-2,2.75m,"9' 0.25""",Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Eagen, Sam",SO-2,2.60m,"8' 6.25""",Dutch Athletic Classic 2020,"Jan 18, 2020"
