Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Austen, Alex",FR-1,12.40m,"40' 8.25""",Darren Young Classic,"Feb 15, 2020"
,"Austen, Alex",FR-1,11.92m,"39' 1.25""",Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Austen, Alex",FR-1,11.53m,"37' 10""",Darren Young Classic,"Feb 15, 2020"
,"Richter, Theo",FR-1,11.43m,"37' 6""",Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Austen, Alex",FR-1,11.37m,"37' 3.75""",2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Austen, Alex",FR-1,11.21m,"36' 9.5""",Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Austen, Alex",FR-1,10.71m,"35' 1.75""",2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Richter, Theo",FR-1,10.38m,"34' 0.75""",2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Austen, Alex",FR-1,10.26m,"33' 8""",2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Richter, Theo",FR-1,10.04m,"32' 11.25""",2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Richter, Theo",FR-1,10.03m,"32' 11""",Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Richter, Theo",FR-1,9.79m,"32' 1.5""",2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Austen, Alex",FR-1,9.64m,"31' 7.5""",Darren Young Classic,"Feb 15, 2020"
,"Richter, Theo",FR-1,9.61m,"31' 6.5""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Richter, Theo",FR-1,7.64m,"25' 0.75""",2019 Pioneer Indoor Preview Meet,"Dec 6, 2019"
,"Austen, Alex",FR-1,7.56m,"24' 9.75""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
