Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Austen, Alex",FR-1,14.63m,"48' 0""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Austen, Alex",FR-1,14.27m,"46' 10""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Austen, Alex",FR-1,14.19m,"46' 6.75""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Austen, Alex",FR-1,14.05m,"46' 1.25""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Austen, Alex",FR-1,13.97m,"45' 10""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Austen, Alex",FR-1,13.92m,"45' 8""",Darren Young Classic,"Feb 15, 2020"
,"Austen, Alex",FR-1,13.58m,"44' 6.75""",Darren Young Classic,"Feb 15, 2020"
,"Austen, Alex",FR-1,13.51m,"44' 4""",Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Austen, Alex",FR-1,13.44m,"44' 1.25""",Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Austen, Alex",FR-1,13.36m,"43' 10""",Darren Young Classic,"Feb 15, 2020"
,"Austen, Alex",FR-1,13.31m,"43' 8""",Darren Young Classic,"Feb 15, 2020"
,"Austen, Alex",FR-1,13.25m,"43' 5.75""",Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Austen, Alex",FR-1,13.17m,"43' 2.5""",2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Austen, Alex",FR-1,13.10m,"42' 11.75""",2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Austen, Alex",FR-1,13.07m,"42' 10.75""",2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Austen, Alex",FR-1,13.05m,"42' 9.75""",Hilltop Invitational,"Jan 25, 2020"
,"Austen, Alex",FR-1,13.00m,"42' 8""",Hilltop Invitational,"Jan 25, 2020"
,"Austen, Alex",FR-1,12.97m,"42' 6.75""",Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Austen, Alex",FR-1,12.95m,"42' 6""",Darren Young Classic,"Feb 15, 2020"
,"Austen, Alex",FR-1,12.92m,"42' 4.75""",Darren Young Classic,"Feb 15, 2020"
,"Austen, Alex",FR-1,12.77m,"41' 10.75""",Hilltop Invitational,"Jan 25, 2020"
,"Austen, Alex",FR-1,12.58m,"41' 3.25""",2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Austen, Alex",FR-1,12.56m,"41' 2.5""",Hilltop Invitational,"Jan 25, 2020"
,"Austen, Alex",FR-1,12.45m,"40' 10.25""",Hilltop Invitational,"Jan 25, 2020"
,"Austen, Alex",FR-1,12.32m,"40' 5""",Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Austen, Alex",FR-1,12.29m,"40' 4""",2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Austen, Alex",FR-1,12.28m,"40' 3.5""",Hilltop Invitational,"Jan 25, 2020"
,"Henawi, Wagih",SO-2,10.36m,"34' 0""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Henawi, Wagih",SO-2,10.34m,"33' 11.25""",Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Henawi, Wagih",SO-2,10.04m,"32' 11.25""",Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Henawi, Wagih",SO-2,9.97m,"32' 8.5""",Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Richter, Theo",FR-1,9.89m,"32' 5.5""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Henawi, Wagih",SO-2,9.82m,"32' 2.75""",Darren Young Classic,"Feb 15, 2020"
,"Henawi, Wagih",SO-2,9.76m,"32' 0.25""",2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Richter, Theo",FR-1,9.70m,"31' 10""",Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Richter, Theo",FR-1,9.68m,"31' 9.25""",Hilltop Invitational,"Jan 25, 2020"
,"Henawi, Wagih",SO-2,9.51m,"31' 2.5""",Darren Young Classic,"Feb 15, 2020"
,"Richter, Theo",FR-1,9.47m,"31' 1""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Henawi, Wagih",SO-2,9.41m,"30' 10.5""",Darren Young Classic,"Feb 15, 2020"
,"Henawi, Wagih",SO-2,9.39m,"30' 9.75""",2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Richter, Theo",FR-1,9.36m,"30' 8.5""",Hilltop Invitational,"Jan 25, 2020"
,"Richter, Theo",FR-1,9.30m,"30' 6.25""",2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Richter, Theo",FR-1,9.14m,"30' 0""",Hilltop Invitational,"Jan 25, 2020"
