Unnamed: 0,Time,Athletes,Meet,Meet Date
,3:37.75,"Hiser, Jacobs, Willis, O'Reilly",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,4:13.09,"Walcher, Hiser, Taylor, Harvey",2019 Pioneer Indoor Preview Meet,"Dec 6, 2019"
