Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 2, 2017 (Saturday)",,Home,Lake Forest College,"Beloit, Wis./Strong Stadium",,,"L,27-37",
"September 9, 2017 (Saturday)",,Away,Knox College,"Galesburg, Ill.",,,"L,17-35",
"September 23, 2017 (Saturday)",,Away,Cornell College,"Mt. Vernon,Iowa",,,"L,36-55",
"September 30, 2017 (Saturday)",,Home,Illinois College,"Beloit, Wis./Strong Stadium",,,"L,29-61",
"October 7, 2017 (Saturday)",,Away,Macalester College,"St. Paul, Minn.",,,"L,21-56",
"October 14, 2017 (Saturday)",,Home,Ripon College,"Beloit, Wis/Strong Stadium",,,"L,28-52",
"October 21, 2017 (Saturday)",,Away,University of Chicago,"Chicago, Ill.",,,"L,12-55",
"October 28, 2017 (Saturday)",,Home,Lawrence University,"Beloit, Wis./Strong Stadium",,,"L,13-49",
"November 4, 2017 (Saturday)",,Away,St. Norbert College,"De Pere, Wis.",,,"L,7-47",
"November 11, 2017 (Saturday)",,Away,Grinnell College,"Grinnell, Iowa",,,"W,35-0",
