Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 3, 2015 (Thursday)",5:00 PM,Home,Millikin University,"Jacksonville, Ill.",,,,"L,2-7",RecapMatch Results
"September 5, 2015 (Saturday)",10:00 AM,Home,Blackburn College,"Jacksonville, Ill.",,,,"W,8-1",RecapMatch Results
"September 12, 2015 (Saturday)",9:30 AM,Away,Cornell College,"Mount Vernon, Iowa",,,,"L,1-8",RecapMatch Results
"September 13, 2015 (Sunday)",9:00 AM,Away,Grinnell College,"Grinnell, Iowa",,,,"L,0-9",RecapMatch Results
"September 19, 2015 (Saturday)",9:00 AM,Home,Lake Forest College,"Jacksonville, Ill.",,,,"L,0-9",RecapMatch Results
"September 19, 2015 (Saturday)",4:00 PM,Home,Carroll University,"Jacksonville, Ill.",,,,"L,1-8",RecapMatch Results
"September 20, 2015 (Sunday)",10:00 AM,Home,Beloit College,"Jacksonville, Ill.",,,,"L,2-7",RecapMatch Results
"September 22, 2015 (Tuesday)",5:00 PM,Home,Knox College,"Jacksonville, Ill.",,,,"W,5-4",RecapMatch Results
"September 28, 2015 (Monday)",5:00 PM,Home,Monmouth College,"Jacksonville, Ill.",,,,"L,1-8",RecapMatch Results
"September 29, 2015 (Tuesday)",3:30 PM,Away,Millikin University,"Decatur, Ill.",,,,"L,0-9",RecapMatch Results
"October 2, 2015 (Friday)",8:00 AM,Away,ITA Regional,"Kalamazoo, Mich.",,,,No Team Scores,Recap
"October 10, 2015 (Saturday)",9:00 AM,Home,Ripon College,"Jacksonville, Ill.",,,,"L,4-5",RecapMatch Results
"October 10, 2015 (Saturday)",3:00 PM,Home,St. Norbert College,"Jacksonville, Ill.",,,,"L,0-9",RecapMatch Results
"October 11, 2015 (Sunday)",10:00 AM,Home,Lawrence University,"Jacksonville, Ill.",,,,"L,2-7",RecapMatch Results
"October 17, 2015 (Saturday)",TBA,Neutral,MWC Championship,"Madison, Wis.",,,Midwest Conference Tournament,No Team Scores,RecapTournament Results
"April 12, 2016 (Tuesday)",5:00 PM,Home,University of Illinois Springfield,"Jacksonville, Ill.",,,,"L,0-9",RecapMatch Results
