Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 30, 2008 (Saturday)",,Home,Coe,"Grinnell, IA",,,"W,5-1",
"September 6, 2008 (Saturday)",,Away,Wisconsin-Plateville,"Plateville, WI",,,"L,1-2",
"September 7, 2008 (Sunday)",,Away,Dubuque,"Dubuque, IA",,,"W,2-1",
"September 10, 2008 (Wednesday)",,Home,Central,"Grinnell, IA",,,"W,2-0",
"September 13, 2008 (Saturday)",,Home,Buena Vista,"Grinnell, IA",,,"W,2-1",
"September 16, 2008 (Tuesday)",,Away,Wartburg,"Waverly, IA",,,"L,0-1",
"September 20, 2008 (Saturday)",,Home,Simpson,"Grinnell, IA",,,"W,1-0",
"September 24, 2008 (Wednesday)",,Away,Monmouth,"Monmouth, IL",,,"W,3-0",
"September 28, 2008 (Sunday)",,Away,Illinois College,"Jacksonville, IL",,,"W,2-0",
"October 4, 2008 (Saturday)",,Home,Beloit,"Grinnell, IA",,,"T,1-1",
"October 5, 2008 (Sunday)",,Away,Gustavus Asolphus,"St. Peter, MN",,,"L,0-2",
"October 11, 2008 (Saturday)",,Home,St. Norbert,"Grinnell, IA",,,"L,1-2",
"October 12, 2008 (Sunday)",,Home,Lawrence,"Grinnell, IA",,,"W,2-1",
"October 18, 2008 (Saturday)",,Away,Ripon,"Ripon, WI",,,"W,4-1",
"October 19, 2008 (Sunday)",,Away,Carroll,"Waukesha, WI",,,"L,0-3",
"October 25, 2008 (Saturday)",,Home,Lake Forest,"Grinnell, IA",,,"W,1-0",
"November 1, 2008 (Saturday)",,Away,Knox,"Galesburg, IL",,,"W,3-1",
"November 7, 2008 (Friday)",,Neutral,St. Norbert (MWC Tournament Semifinal),"Waukesha, WI",,,"W,1-0",
"November 8, 2008 (Saturday)",,Away,Carroll (MWC Tournament Championship),"Waukesha, WI",,,"L,1-4",
