Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Olowu, Paige",SO-2,5.15m,"16' 10.75""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020",NWI
,"McCabe, Madeline",SO-2,4.68m,"15' 4.25""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020",NWI
