Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Kopf, Sarina",SO-2,3.54m,"11' 7.25""",Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"LaVerdiere, Tori",SR-4,2.78m,"9' 1.5""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Andrews, Skylar",SO-2,2.41m,"7' 10.75""",Darren Young Classic,"Feb 15, 2020"
,"Calhoun , Mary",FR-1,2.33m,"7' 7.75""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Calhoun, Mary",FR-1,2.32m,"7' 7.25""",Liz Wuertz Indoor Invitational,"Feb 22, 2020"
