Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Lukoseviciute, Agne",JR-3,12.79m,"41' 11.5""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Filkins, Andrea",FR-1,9.72m,"31' 10.75""",Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
