Statistic,High,Opponent
PUTOUTS,36,Ill. Wesleyan (3/4/2017)
ASSISTS,24,Ill. Wesleyan (3/4/2017)
ERRORS,5,Carthage College (3/24/2017); Middlebury College (3/26/2017)
PASSED BALLS,1,Middlebury College (3/26/2017); Monmouth College (4/8/2017); Knox College (4/15/2017); Cornell College (5/7/2017); Cornell College (5/7/2017)
DPS TURNED,3,Ill. Wesleyan (3/4/2017); Lawrence University (3/5/2017); Monmouth College (4/8/2017); Ozarks (Ark.) (3/18/2017)
