Date,Loc,Opponent,W/L,Score,AB,R,H,RBI,2B,3B,HR,BB,IBB,SB,CS,HBP,SH,SF,GDP,K,PO,A,E,AVG
3/4/2017,vs,Elmhurst College,L,5-10,33,5,8,5,1,0,0,6,0,7,1,1,0,0,0,9,24,11,2,0.242
3/4/2017,vs,Ill. Wesleyan,L,5-6,45,5,9,5,1,0,0,5,1,2,1,1,1,0,1,10,36,24,2,0.2
3/5/2017,vs,Loras College,W,17-7,31,17,15,14,3,0,4,4,0,4,1,3,4,1,0,3,21,7,1,0.484
3/5/2017,vs,Lawrence University,W,5-4,29,5,6,4,1,0,0,6,0,4,1,0,0,0,0,4,27,18,0,0.207
3/18/2017,at,Ozarks (Ark.),L,14-16,42,14,15,14,1,1,2,8,0,1,1,2,1,0,0,7,24,7,3,0.357
3/19/2017,at,Ozarks (Ark.),W,11-8,37,11,14,10,2,1,0,4,0,3,0,1,4,2,0,4,27,9,1,0.378
3/19/2017,at,Ozarks (Ark.),L,4-5,29,4,4,3,0,0,0,7,0,0,1,1,2,0,0,4,24,12,1,0.138
3/20/2017,at,Hendrix,W,14-8,45,14,21,11,4,1,0,1,0,4,0,2,0,1,1,2,27,9,3,0.467
3/23/2017,vs,UW-Superior,W,7-3,28,7,7,7,1,0,0,9,1,0,0,0,3,0,2,1,27,12,0,0.25
3/24/2017,vs,Carthage College,L,1-13,30,1,12,1,2,0,0,2,0,0,0,0,0,0,1,5,21,7,5,0.4
3/24/2017,vs,Allegheny Coll.,L,6-13,36,6,10,6,2,0,1,3,0,0,0,0,0,0,0,8,24,13,1,0.278
3/25/2017,vs,Gustavus Adolphus,L,0-4,30,0,7,0,0,0,0,1,0,0,1,0,3,0,0,3,24,16,2,0.233
3/26/2017,vs,Middlebury College,W,7-6,30,7,6,4,2,0,0,9,0,2,1,3,1,0,0,8,27,9,5,0.2
4/1/2017,,Illinois College,W,4-0,29,4,6,4,1,0,2,2,0,0,1,3,2,0,0,6,27,18,0,0.207
4/1/2017,,Illinois College,W,15-3,30,15,10,11,1,0,2,6,0,1,0,3,0,0,0,4,21,4,1,0.333
4/2/2017,at,Illinois College,W,7-5,32,7,8,7,1,0,0,6,0,0,0,1,2,1,1,1,27,10,4,0.25
4/2/2017,at,Illinois College,W,8-1,35,8,12,7,3,0,0,9,0,5,2,1,0,2,1,3,27,12,0,0.343
4/8/2017,,Monmouth College,W,7-6,38,7,12,6,2,0,0,7,1,4,1,3,3,0,1,2,33,20,1,0.316
4/8/2017,,Monmouth College,L,6-8,34,6,9,5,2,0,0,3,0,0,0,0,1,1,1,6,27,10,1,0.265
4/9/2017,at,Monmouth College,L,4-10,38,4,10,2,5,0,0,3,0,2,1,0,0,0,1,6,24,11,3,0.263
4/9/2017,at,Monmouth College,W,6-3,33,6,10,5,1,2,0,6,0,1,0,0,2,2,0,5,27,6,1,0.303
4/13/2017,at,Knox College,W,5-2,34,5,9,5,1,1,0,3,0,2,1,0,0,0,0,10,27,15,1,0.265
4/13/2017,at,Knox College,W,8-6,43,8,13,6,1,0,1,4,1,1,0,0,3,0,0,9,30,10,1,0.302
4/15/2017,,Knox College,L,3-12,33,3,13,3,1,0,0,3,0,2,1,3,1,1,1,2,27,18,4,0.394
4/15/2017,,Knox College,W,8-6,33,8,12,6,1,0,1,2,0,3,0,1,1,2,1,4,27,11,2,0.364
4/21/2017,at,Beloit College,W,4-1,30,4,8,3,3,0,0,7,0,0,1,1,4,0,0,0,27,15,0,0.267
4/22/2017,vs,Ripon College,L,1-6,36,1,10,1,2,0,0,0,0,0,1,2,0,0,1,7,27,10,0,0.278
4/23/2017,vs,St. Norbert College,L,6-9,42,6,15,6,1,0,1,1,0,0,0,1,1,0,1,5,24,6,0,0.357
4/23/2017,vs,Lawrence University,W,22-8,45,22,19,19,4,2,1,7,1,2,0,5,4,2,1,4,30,10,1,0.422
4/29/2017,at,Univ. of Chicago,W,4-2,29,4,9,4,2,0,0,1,0,0,1,0,0,0,1,5,21,9,0,0.31
5/6/2017,at,Cornell College,W,11-3,31,11,9,11,3,0,0,5,0,1,0,2,3,1,0,6,27,11,3,0.29
5/6/2017,at,Cornell College,W,10-6,36,10,13,10,1,1,1,6,0,2,1,3,2,2,0,6,27,13,3,0.361
5/7/2017,,Cornell College,L,5-18,32,5,9,4,2,1,0,1,0,0,0,2,0,2,0,7,24,10,4,0.281
5/7/2017,,Cornell College,L,3-7,30,3,6,3,1,1,1,2,0,2,1,1,1,1,0,8,27,13,2,0.2
5/12/2017,,Beloit College,L,2-14,37,2,10,2,0,0,0,2,0,0,0,0,0,1,0,5,27,11,3,0.27
5/12/2017,at,Cornell College,L,7-15,43,7,17,7,1,0,2,5,0,0,0,0,0,0,0,6,24,11,1,0.395
Total,,,,252-254,1248,252,383,221,60,11,19,156,5,55,20,46,49,22,16,185,942,418,62,
