Statistic,High,Player,Opponent
PUTOUTS,16,Carson Gampell,Illinois College (4/2/2017)
ASSISTS,10,Niko Takayesu,Ill. Wesleyan (3/4/2017)
ERRORS,3,Niko Takayesu,Illinois College (4/2/2017)
PASSED BALLS,1,Matt Hammond; Julian Cabrera; Chad Koehler,Middlebury College (3/26/2017); Monmouth College (4/8/2017); Knox College (4/15/2017); Cornell College (5/7/2017); Cornell College (5/7/2017)
DPS TURNED,3,Niko Takayesu; Sam Galanek; Benjamin Wong,Ill. Wesleyan (3/4/2017); Lawrence University (3/5/2017); Monmouth College (4/8/2017)
