Player,2,3,4,5+,Total
"Hammond, Matt",5,4,1,2,12
"Weaver, Brad",7,3,-,-,10
"Takayesu, Niko",6,1,1,-,8
"Galanek, Sam",5,2,1,-,8
"Zaroban, Nathan",4,-,-,-,4
"Gampell, Carson",2,-,1,-,3
"Shults, Andrew",-,2,-,-,2
"Cabrera, Julian",2,-,-,-,2
"Levens, Ravi",1,-,-,-,1
"Towner, Teague",1,-,-,-,1
"Slattery, Michael",1,-,-,-,1
"Wong, Benjamin",1,-,-,-,1
"Comiskey, Shane",-,1,-,-,1
"Spencer, Ben",1,-,-,-,1
TEAM,36,13,4,2,55
