0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Grinnell vs. Pima,3/21/2013,1,98,+27,11th/11
Scot-Fire Invite,4/26/2013,2,98-95=193,+50,66th/72
SEASON TOTALS,SEASON TOTALS,3,291 Avg. 97.0,+26,-
