Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 1, 2021 (Wednesday)",7 PM,Away,Marian University,"Fond du Lac, Wis.",,,,"T,1-12OT",Box ScoreRecap
"September 4, 2021 (Saturday)",1:30 PM,Home,Maranatha Baptist  University,"Beloit, Wis./Strong Complex Soccer Field",,,,Cancelled,
"September 8, 2021 (Wednesday)",7:30 PM,Away,Edgewood College,"Madison, Wis.",,,,"T,2-22OT",Box ScoreRecap
"September 10, 2021 (Friday)",5 PM,Home,Wisconsin Lutheran College,"Beloit, Wis./Strong Complex Soccer Field",,,,"W,4-0",Box ScoreRecapGallery
"September 12, 2021 (Sunday)",4 PM,Home,Rockford University,"Beloit, Wis./Strong Complex Soccer Field",,,,"W,3-0",Box ScoreRecapGallery
"September 18, 2021 (Saturday)",11 AM,Home,Nebraska Wesleyan University,"Beloit, Wis./Strong Complex Soccer Field",,,,"W,2-0",Box ScoreRecap
"September 22, 2021 (Wednesday)",7 PM,Away,Carthage College,"Kenosha, Wis.",,,,"L,1-3",Box ScoreRecap
"September 25, 2021 (Saturday)",11 AM,Home,Ripon College,"Beloit, Wis./Strong Complex Soccer Field",,,,"W,3-0",Box ScoreRecap
"September 29, 2021 (Wednesday)",7 PM,Away,Carroll University,"Waukesha, Wis.",,,,"L,0-1",Box ScoreRecap
"October 2, 2021 (Saturday)",11 AM,Away,Knox College,"Galesburg, Ill.",,,,"L,0-1",Box ScoreRecap
"October 5, 2021 (Tuesday)",4:30 PM,Away,Lake Forest College,"Lake Forest, Ill.",,,,"T,0-02OT",Box ScoreRecap
"October 9, 2021 (Saturday)",11 AM,Home,Grinnell College,"Beloit, Wis./Strong Complex Soccer Field",,,,"T,0-02OT",Box ScoreRecap
"October 13, 2021 (Wednesday)",4 PM,Home,University of Wisconsin-Platteville,"Beloit, Wis./Strong Complex Soccer Field",,,,"L,1-2",Box ScoreRecap
"October 16, 2021 (Saturday)",1:30 PM,Home,Illinois College,"Beloit, Wis./Strong Complex Soccer Field",,,,"W,4-1",Box ScoreRecap
"October 23, 2021 (Saturday)",11 AM,Away,Monmouth College,"Monmouth, Ill.",,,,"T,1-12OT",Box ScoreRecap
"October 26, 2021 (Tuesday)",7:30 PM,Away,Lawrence University,"Appleton, Wis.",,,,"W,2-0",Box ScoreRecap
"October 30, 2021 (Saturday)",11 AM,Home,Cornell College,"Beloit, Wis./Strong Complex Soccer Field",,,,"W,1-0",Box ScoreRecap
"November 5, 2021 (Friday)",11 AM,Neutral,Lake Forest College,"Galesburg, IL",,,MWC Tournament,"W,1-0",Box ScoreRecapTournament Website
"November 6, 2021 (Saturday)",11 AM,Away,Knox College,"Galesburg, IL",,,MWC Tournament,"T,0-0Beloit Advances in Shootout 3-0",Box ScoreRecap
"November 13, 2021 (Saturday)",11 AM,Away,Washington University in St. Louis,"St. Louis, MO",,,NCAA Tournament,"L,0-4",Box ScoreRecapGallery
