0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
,,,Low Tournaments,Low Tournaments,Low Tournaments,Low Tournaments,Low,Par/-,Finish Top,Finish Top,Finish Top,Finish Top,,,
Season,Rounds,Strokes,72-holes,54-holes,36-holes,18-holes,Round,Rounds,Events,1,5,10,W-L,W-L%,Average
2022-23,7,565,-,240,159,-,77,-,4,-,-,1,136-30,.819,80.7
2023-24,12,969,321,232,160,80,71,1,5,-,2,2,257-130,.664,80.8
2024-25,9,672,-,225,145,-,70,3,4,-,2,4,254-14,.948,74.7
Totals,28,2206,321,225,145,80,70,4,13,-,4,7,647-174,.788,78.8
