0,1,2,3,4,5
Grinnell College,353,370,723,147,3rd
Kayleigh Kresse,88,90,178,34,6th
Alex Plemmons,86,93,179,35,7th
Hailey Speck,89,92,181,37,8th
Stephanie Spahr,90,95,185,41,9th
Emily Adam,148,152,300,156,22nd
