0,1,2,3,4,5
Grinnell,361,343,704,128,6th
Alex Plemmons,88,79,167,23,t-12th
Kayleigh Kresse,90,83,173,29,28th
Hailey Speck,95,86,181,37,t-40th
Stephanie Spahr,88,95,183,39,t-47th
Emily Adam,124,126,250,106,104th
