0,1,2,3,4,5
Grinnell College,346,340,686,110,14th
Kayleigh Kresse,85,79,164,20,t-31st
Alex Plemmons,86,86,172,28,t-67th
Hailey Speck,86,87,173,29,t-69th
Stephanie Spahr,89,88,177,33,t-79th
