Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"March 15, 2016 (Tuesday)",9:00 am,Neutral,University of Wisconsin-Superior,"Fort Myers, FL/ Century Link Sports Complex",,,Gene Cusic Collegiate Classic,"L,1-13",Box ScoreRecap
"March 15, 2016 (Tuesday)",11:00 AM,Neutral,Salem State University,"Fort Myers, FL/ Century Link Sports Complex",,,Gene Cusic Collegiate Classic,"L,1-13",Box ScoreRecap
"March 16, 2016 (Wednesday)",9:00 am,Neutral,Alfred State College,"Fort Myers, FL/ North Collier Regional Park",,,Gene Cusic Collegiate Classic,"L,4-8",Box ScoreRecap
"March 16, 2016 (Wednesday)",11:00 AM,Neutral,The College of Wooster,"Fort Myers, FL/ North Collier Regional Park",,,Gene Cusic Collegiate Classic,"L,0-6",Box ScoreRecap
"March 18, 2016 (Friday)",9:00 am,Neutral,Curry College,"Fort Myers, FL/ Century Link Sports Complex",,,Gene Cusic Collegiate Classic,"L,0-10",Box ScoreRecap
"March 18, 2016 (Friday)",11:00 AM,Neutral,Suffolk University,"Fort Myers, FL/ Century Link Sports Complex",,,Gene Cusic Collegiate Classic,"L,4-15",Box ScoreRecap
"March 19, 2016 (Saturday)",9:00 am,Neutral,Castleton University,"Fort Myers, FL/ Century Link Sports Complex",,,Gene Cusic Collegiate Classic,"L,3-17",Box ScoreRecap
"March 19, 2016 (Saturday)",11:00 AM,Neutral,University of Minnesota Morris,"Fort Myers, FL/ Century Link Sports Complex",,,Gene Cusic Collegiate Classic,"L,3-8",Box ScoreRecap
"March 28, 2016 (Monday)",3:00 PM,Away,Eureka College,"Eureka, IL",,,,"L,5-18",Box ScoreRecap
"March 28, 2016 (Monday)",5:00 PM,Away,Eureka College,"Eureka, IL",,,,"L,6-7",Box ScoreRecap
"March 30, 2016 (Wednesday)",3:00 PM,Home,Mount Mary University,"Galesburg, IL/Knox Softball Field",,,,"L,3-5",Box ScoreRecap
"March 30, 2016 (Wednesday)",5:00 PM,Home,Mount Mary University,"Galesburg, IL/Knox Softball Field",,,,"L,3-9",Box ScoreRecap
"April 2, 2016 (Saturday)",2:00 PM,Away,Grinnell College,"Grinnell, IA",,,,"L,3-11",Box ScoreRecap
"April 2, 2016 (Saturday)",4:00 PM,Away,Grinnell College,"Grinnell, IA",,,,"L,0-23",Box ScoreRecap
"April 3, 2016 (Sunday)",1:00 PM,Away,Cornell College,"Mount Vernon, IA",,,,"L,0-5",Box ScoreRecap
"April 3, 2016 (Sunday)",3:00 PM,Away,Cornell College,"Mount Vernon, IA",,,,"L,4-17",Box ScoreRecap
"April 6, 2016 (Wednesday)",3:00 PM,Away,Illinois College,"Jacksonville, IL",,,,Postponed,
"April 10, 2016 (Sunday)",11:00 AM,Home,Beloit College,"Galesburg, IL/Knox Softball Field",,,,Postponed,
"April 10, 2016 (Sunday)",1:00 PM,Home,Beloit College,"Galesburg, IL/Knox Softball Field",,,,,History
"April 13, 2016 (Wednesday)",3:00 PM,Away,Illinois College,"Jacksonville, IL",,,,"L,3-12",Box ScoreRecap
"April 13, 2016 (Wednesday)",5:00 PM,Away,Illinois College,"Jacksonville, IL",,,,"L,1-24",Box ScoreRecap
"April 16, 2016 (Saturday)",1:00 PM,Home,Monmouth College,"Galesburg, IL/Knox Softball Field",,,,"L,0-11",Box ScoreRecap
"April 16, 2016 (Saturday)",3:00 PM,Home,Monmouth College,"Galesburg, IL/Knox Softball Field",,,,"L,1-14",Box ScoreRecap
"April 17, 2016 (Sunday)",1:00 PM,Away,Lake Forest College,"Lake Forest, IL",,,,"L,0-8",Box ScoreRecap
"April 17, 2016 (Sunday)",3:00 PM,Away,Lake Forest College,"Lake Forest, IL",,,,"L,1-5",Box ScoreRecap
"April 19, 2016 (Tuesday)",4:30 PM,Away,Iowa Wesleyan University,"Mount Pleasant, IA",,,,"L,1-6",Box ScoreRecap
"April 19, 2016 (Tuesday)",6:30 PM,Away,Iowa Wesleyan University,"Mount Pleasant, IA",,,,"L,0-6",Box ScoreRecap
"April 23, 2016 (Saturday)",1:00 PM,Home,Lawrence University,"Galesburg, IL/Knox Softball Field",,,,"L,3-13",Box ScoreRecap
"April 23, 2016 (Saturday)",3:00 PM,Home,Lawrence University,"Galesburg, IL/Knox Softball Field",,,,"L,5-18",Box ScoreRecap
"April 24, 2016 (Sunday)",1:00 PM,Home,St. Norbert College,"Galesburg, IL/Knox Softball Field",,,,"L,1-20",Box ScoreRecap
"April 24, 2016 (Sunday)",3:00 PM,Home,St. Norbert College,"Galesburg, IL/Knox Softball Field",,,,"L,7-9",Box ScoreRecap
"April 26, 2016 (Tuesday)",4:00 PM,Home,Beloit College,"Galesburg, IL/Knox Softball Field",,,,"L,0-16",Box ScoreRecap
"April 26, 2016 (Tuesday)",6:00 PM,Home,Beloit College,"Galesburg, IL/Knox Softball Field",,,,"W,2-1",Box ScoreRecap
"April 30, 2016 (Saturday)",1:00 PM,Away,Carroll University,"Waukesha, WI",,,,"L,1-9",Box ScoreRecap
"April 30, 2016 (Saturday)",3:00 PM,Away,Carroll University,"Waukesha, WI",,,,"L,0-8",Box ScoreRecap
"May 1, 2016 (Sunday)",1:00 PM,Away,Ripon College,"Ripon, WI",,,,"L,5-6",Box ScoreRecap
"May 1, 2016 (Sunday)",3:00 PM,Away,Ripon College,"Ripon, WI",,,,"L,1-9",Box ScoreRecap
