Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 2, 2011 (Friday)",4:00 p.m.,Neutral,Clarke College,"Elgin, IL",,,Judson Tournament,"L,0-3(19-25, 21-25, 15-25)",Box Score
"September 2, 2011 (Friday)",6:00 p.m.,Neutral,Cornerstone University (Mich.),"Elgin, IL",,,Judson Tournament,"L,0-3(8-25, 18-25, 22-25)",Box Score
"September 3, 2011 (Saturday)",10:00 a.m.,Neutral,Missouri Valley College,"Elgin, IL",,,Judson Tournament,"L,1-3(11-25, 25-19, 23-25, 16-25)",Box Score
"September 3, 2011 (Saturday)",2:00 p.m.,Neutral,Marian University,"Elgin, IL",,,Judson Tournament,"L,0-3(11-25, 18-25, 18-25)",Box Score
"September 5, 2011 (Monday)",7:30 p.m.,Away,Cornell College,"Mount Vernon, IA",,,,"L,0-3(16-25, 11-25, 17-25)",Box Score
"September 9, 2011 (Friday)",6:00 p.m.,Home,Cornell College,"Grinnell, IA/Darby Gymnasium",,,Grinnell Tournament,"L,1-3(22-25, 25-22, 17-25, 22-25)",Box Score
"September 10, 2011 (Saturday)",Noon,Home,Westminster College (MO),"Grinnell, IA/Darby Gymnasium",,,Grinnell Tournament,"W,3-0(25-22, 25-19, 25-22)",Box Score
"September 10, 2011 (Saturday)",4:00 p.m.,Home,Iowa Wesleyan College,"Grinnell, IA/Darby Gymnasium",,,Grinnell Tournament,"W,3-2(19-25, 25-16, 10-25, 25-22, 16-14)",Box Score
"September 16, 2011 (Friday)",6:00 p.m.,Neutral,Northwestern College (MN),"St. Paul, MN",,,Macalester Invitational,"L,0-3(16-25, 21-25, 15-25)",Box Score
"September 16, 2011 (Friday)",8:00 p.m.,Neutral,Macalester College,"St. Paul, MN",,,Macalester Invitational,"L,2-3(15-25, 25-16, 20-25, 25-18, 12-25)",Box Score
"September 17, 2011 (Saturday)",TBA,Neutral,University of Wisconsin-Superior,"St. Paul, MN",,,Macalester Invitational,"L,1-3(25-17, 19-25, 21-25, 17-25)",Box Score
"September 17, 2011 (Saturday)",TBA,Neutral,Carleton College,"St. Paul, MN",,,Macalester Invitational,"L,0-3(22-25, 11-25, 25-27)",Box Score
"September 20, 2011 (Tuesday)",7:00 p.m.,Away,Beloit College,"Beloit, WI",,,,"W,3-1(25-20, 23-25, 25-15, 28-26)",Box Score
"September 22, 2011 (Thursday)",7:00 p.m.,Home,Knox College,"Grinnell, IA/Darby Gymnasium",,,,"W,3-1(25-12, 22-25, 25-12, 25-11)",Box Score
"September 24, 2011 (Saturday)",11:00 a.m.,Home,William Penn University (Iowa),"Grinnell, IA/Darby Gymnasium",,,,"L,1-3(16-25, 12-25, 25-6, 21-25)",Box Score
"September 30, 2011 (Friday)",7:00 p.m.,Away,Lawrence University,"Appleton, WI",,,,"L,1-3(16-24, 25-27, 11-25, 23-25)",Box Score
"October 1, 2011 (Saturday)",1:00 p.m.,Away,St. Norbert College,De Pere. WI,,,,"L,0-3(10-25, 21-25, 11-25)",Box Score
"October 7, 2011 (Friday)",7:00 p.m.,Home,Ripon College,"Grinnell, IA/Darby Gymnasium",,,,"W,3-1(20-25, 25-15, 25-17, 25-16)",Box Score
"October 8, 2011 (Saturday)",1:00 p.m.,Home,Carroll University,"Grinnell, IA/Darby Gymnasium",,,,"W,3-2(22-25, 25-19, 20-20, 23-25, 15-9)",Box Score
"October 14, 2011 (Friday)",7:00 p.m.,Home,Monmouth College,"Grinnell, IA/Darby Gymnasium",,,,"W,3-1(19-25, 25-10, 25-15, 30-28)",Box Score
"October 15, 2011 (Saturday)",11:00 a.m.,Home,Illinois College,"Grinnell, IA/Darby Gymnasium",,,,"W,3-0(25-14, 25-14, 25-17)",Box Score
"October 15, 2011 (Saturday)",3:00 p.m.,Home,Buena Vista University,"Grinnell, IA/Darby Gymnasium",,,,"W,3-1(31-29, 25-14, 23-25, 25-17)",Box Score
"October 20, 2011 (Thursday)",1:00 p.m.,Away,Trinity Christian College @ Lake Forest,"Palos Heights, IL",,,,"L,2-3(25-22, 20-25, 20-25, 25-17, 17-19)",Box Score
"October 22, 2011 (Saturday)",11:00 a.m.,Away,Lake Forest College,"Lake Forest, IL",,,,"L,1-3(22-25, 26-24, 13-25, 16-25)",Box Score
"October 28, 2011 (Friday)",7:30 p.m.,Away,Coe College,"Cedar Rapids, IA",,,,"L,0-3(8-25, 16-25, 10-25)",Box Score
"November 4, 2011 (Friday)",7 p.m.,Away,St. Norbert College,De Pere. WI,,,Midwest Conference Tournament,"L,1-3(12-25, 26-24, 19-25, 14-25)",Box Score
