Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Boucher, Dylan",SR-4,1.77m,"5' 9.75""",Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Boucher, Dylan",SR-4,1.73m,"5' 8""",Darren Young Classic,"Feb 11, 2012"
,"Boucher, Dylan",SR-4,1.70m,"5' 7""",Wartburg Invitational,"Feb 18, 2012"
,"Boucher, Dylan",JR-3,1.68m,"5' 6""",2012 Hilltop Invite,"Feb 4, 2012"
