Statistic,High,Player,Opponent
POINTS,5,Simona Bambi,Illinois College (9/30/2017)
GOALS,2,Francesca Varias Simona Bambi Simona Bambi Shaina Zarkin-Scott,Crown (9/9/2017) Beloit (9/23/2017) Illinois College (9/30/2017) Lawrence University (10/15/2017)
ASSISTS,2,Francesca Varias Valencia Alvarez,Beloit (9/23/2017) Illinois College (9/30/2017)
SHOTS,9,Kitt Richards,Lawrence University (10/15/2017)
SHOTS ON GOAL,5,Francesca Varias Valencia Alvarez Simona Bambi,Crown (9/9/2017) Beloit (9/23/2017) Buena Vista (9/27/2017)
SAVES,10,Regan Kasprak,Knox (11/3/2017)
FOULS,6,Team,Illinois College (9/30/2017)
