Statistic,High,Opponent
POINTS,20,Illinois College (9/30/2017)
GOALS,7,Illinois College (9/30/2017)
ASSISTS,6,Illinois College (9/30/2017)
SHOTS,45,Crown (9/9/2017)
SHOTS ON GOAL,27,Crown (9/9/2017)
SAVES,10,Central College (9/6/2017) Knox (11/3/2017)
FOULS,12,Crown (9/9/2017) Wisconsin-Oshkosh (9/10/2017)
CORNER KICKS,17,Crown (9/9/2017)
