0,1,2
POINTS,11,St. Norbert College (10/14/2017)
GOALS,4,Central College (9/6/2017) St. Norbert College (10/14/2017)
ASSISTS,3,Illinois College (9/30/2017) St. Norbert College (10/14/2017)
SHOTS,21,Central College (9/6/2017)
SHOTS ON GOAL,14,Central College (9/6/2017)
SAVES,21,Crown (9/9/2017)
FOULS,12,Lake Forest (9/24/2017)
CORNER KICKS,10,Nebraska Wesleyan (10/19/2017)
