0,1,2
POINTS,3,Knox (10/7/2017) St. Norbert College (10/14/2017) Ripon (10/21/2017)
GOALS,1,Knox (10/7/2017) St. Norbert College (10/14/2017) Ripon (10/21/2017) Monmouth (IL) (10/28/2017)
ASSISTS,1,Knox (10/7/2017) St. Norbert College (10/14/2017) Ripon (10/21/2017)
SHOTS,3,Coe College (9/2/2017) Knox (11/3/2017)
SHOTS ON GOAL,2,Knox (10/7/2017)
SAVES,1,Coe College (9/2/2017) Crown (9/9/2017) Edgewood College (9/17/2017) Cornell College (10/25/2017)
FOULS,3,Buena Vista (9/27/2017) Ripon (10/21/2017)
CORNER KICKS,1,Coe College (9/2/2017) Central College (9/6/2017) Wisconsin-Oshkosh (9/10/2017) Lake Forest (9/24/2017) Knox (10/7/2017) Knox (11/3/2017)
