0,1,2
POINTS,5,Illinois College (9/30/2017)
GOALS,2,Crown (9/9/2017) Beloit (9/23/2017) Illinois College (9/30/2017) Lawrence University (10/15/2017)
ASSISTS,2,Beloit (9/23/2017) Illinois College (9/30/2017)
SHOTS,9,Lawrence University (10/15/2017)
SHOTS ON GOAL,5,Crown (9/9/2017) Beloit (9/23/2017) Buena Vista (9/27/2017)
SAVES,10,Knox (11/3/2017)
FOULS,6,Illinois College (9/30/2017)
