#,Player,GP,GS,MIN,G,A,PTS,SH,SH%,SOG,SOG%,YC-RC,GW,PG-PA,Bio Link
2,"Bambi, Simona 2Bambi, Simona",9,8,498,5,2,12,25,0.2,14,0.56,0-0,1,0-0,
7,"Alvarez, Valencia 7Alvarez, Valencia",9,9,525,3,4,10,25,0.12,14,0.56,0-0,0,0-0,View Bio
16,"Maddaus, Jordan 16Maddaus, Jordan",7,6,216,3,3,9,14,0.214,8,0.571,0-0,1,0-0,View Bio
20,"Richards, Kitt 20Richards, Kitt",9,2,303,3,2,8,31,0.097,13,0.419,0-0,1,0-0,View Bio
14,"Varias, Francesca 14Varias, Francesca",9,8,325,2,3,7,17,0.118,9,0.529,0-0,0,0-0,View Bio
10,"Zarkin-Scott, Shaina 10Zarkin-Scott, Shaina",9,9,347,2,1,5,11,0.182,4,0.364,0-0,1,0-0,View Bio
15,"Holtzman, Gwen 15Holtzman, Gwen",9,7,444,2,0,4,4,0.5,3,0.75,0-0,2,0-0,View Bio
24,"Edwards, Lauren 24Edwards, Lauren",9,9,568,0,3,3,7,0.0,2,0.286,0-0,0,0-0,View Bio
22,"Kayim-yanko, Esme 22Kayim-yanko, Esme",8,3,425,1,1,3,11,0.091,9,0.818,0-0,0,0-0,
17,"Weiss, LilyRose 17Weiss, LilyRose",9,5,413,1,1,3,11,0.091,7,0.636,0-0,0,0-0,View Bio
4,"Radakovich, Alyssa 4Radakovich, Alyssa",7,0,173,1,0,2,6,0.167,4,0.667,0-0,0,0-0,View Bio
3,"Hurley, Lauren 3Hurley, Lauren",9,9,487,0,1,1,7,0.0,4,0.571,0-0,0,0-0,View Bio
5,"Kaspar, Celeste 5Kaspar, Celeste",9,9,498,0,1,1,1,0.0,1,1.0,0-0,0,0-0,View Bio
19,"Schwiebert, Issy 19Schwiebert, Issy",4,0,34,0,1,1,2,0.0,1,0.5,0-0,0,0-0,View Bio
23,"Thurman, Michellie 23Thurman, Michellie",4,0,76,0,1,1,1,0.0,0,0.0,0-0,0,0-0,View Bio
8,"Berleman-Paul, Quinn 8Berleman-Paul, Quinn",4,0,76,0,0,0,3,0.0,1,0.333,0-0,0,0-0,View Bio
26,"Bunnell, Eliza 26Bunnell, Eliza",8,4,374,0,0,0,1,0.0,1,1.0,0-0,0,0-0,View Bio
21,"Carr, Cally 21Carr, Cally",1,0,9,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
18,"Engelhardt, Anna 18Engelhardt, Anna",2,0,28,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
13,"Hellweg, Abigail 13Hellweg, Abigail",4,2,234,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
0,"Hunt, Elizabeth 0Hunt, Elizabeth",5,2,229,0,0,0,0,0.0,0,0.0,1-0,0,0-0,View Bio
1,"Kasprak, Regan 1Kasprak, Regan",7,7,401,0,0,0,0,0.0,0,0.0,0-1,0,0-0,View Bio
27,"Remash, Halle 27Remash, Halle",2,0,12,0,0,0,1,0.0,0,0.0,0-0,0,0-0,View Bio
9,"Reynolds, Haley 9Reynolds, Haley",2,0,22,0,0,0,1,0.0,0,0.0,0-0,0,0-0,View Bio
12,"Salpekar, Elyse 12Salpekar, Elyse",8,0,132,0,0,0,3,0.0,2,0.667,0-0,0,0-0,View Bio
6,"Torres, Juliet 6Torres, Juliet",6,0,78,0,0,0,1,0.0,0,0.0,0-0,0,0-0,View Bio
TM,Team TMTeam,1,0,0,1,0,2,0,0.0,1,0.0,0-0,0,0-0,
,Total,9,-,6927,24,24,72,183,0.131,98,0.536,4-1,6,0-0,
,Opponent,9,-,6896,16,11,43,86,0.186,47,0.547,4-0,3,1-1,
