Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 4, 2010 (Saturday)",1 p.m.,Away,Concordia (Wis.) Univ.,,,,,"L,2-1",
"September 11, 2010 (Saturday)",2 p.m.,Away,Loras College,,,,"24 Loras/UW-Platteville Tournament Dubuque, Iowa & Platteville, Wis.","L,1-0",
"September 12, 2010 (Sunday)",2 p.m.,Away,UW-Platteville,,,,"24 Loras/UW-Platteville Tournament Dubuque, Iowa & Platteville, Wis.","L,3-0",
"September 15, 2010 (Wednesday)",4:30 p.m.,Home,Lawrence Univ.,,,,,"L,2-0",
"September 17, 2010 (Friday)",5 p.m.,Neutral,Univ. of Dubuque,,,,"24 Carthage College Battle on the Border Art Keller Field - Kenosha, Wis.","W,2-1OT",
"September 19, 2010 (Sunday)",11 a.m.,Neutral,Ashford Univ.,,,,"24 Carthage College Battle on the Border Art Keller Field - Kenosha, Wis.","L,2-0",
"September 21, 2010 (Tuesday)",4:30 p.m.,Away,Ripon College,,,,,"W,4-0",
"September 25, 2010 (Saturday)",1 p.m.,Home,Lake Forest College,,,,,"L,2-1",
"September 26, 2010 (Sunday)",3 p.m.,Away,North Park Univ.,,,,,"L,2-1OT",
"October 2, 2010 (Saturday)",11 a.m.,Away,Grinnell College,,,,,"W,1-0",
"October 3, 2010 (Sunday)",11 a.m.,Away,Knox College,,,,,"W,6-0",
"October 9, 2010 (Saturday)",1 p.m.,Home,Beloit College,,,,,"W,2-0",
"October 10, 2010 (Sunday)",2:30 p.m.,Away,Edgewood College,,,,,"T,1-12 OT",
"October 16, 2010 (Saturday)",11 a.m.,Home,Illinois College,,,,,"W,3-0",
"October 17, 2010 (Sunday)",11 a.m.,Home,Monmouth College,,,,,"W,1-0",
"October 23, 2010 (Saturday)",1 p.m.,Away,Carroll Univ.,,,,,"L,5-1",
"October 24, 2010 (Sunday)",3 p.m.,Home,UW-Stout,,,,,"W,2-0",
"October 27, 2010 (Wednesday)",7 p.m.,Home,UW-Oshkosh,,,,,"L,3-0",
