0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Grinnell vs. William Penn Dual,"Sep 2, 2017",1,91,+19,8th/11
Wartburg College Fall Invite,"Sep 9-10, 2017",2,87-93=180,+36,t-90th/120
Illinois Wesleyan Fall Classic,"Sep 16-17, 2017",2,86-88=174,+30,71st/100
Aldeen Preview,"Oct 1, 2017",1,96,+23,20th/27
Midwest Conference Championship,"Oct 6-8, 2017",3,84-90-88=262,+43,7th/31
SEASON TOTALS,SEASON TOTALS,9,803 Avg. 89.2,+17,-
