0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Kathy Niepagen Spring Fling,"Apr 14-15, 2018",2,84--4=84,+12,
Wartburg College Women's Spring Invite,"Apr 21-22, 2018",2,86-87=173,+29,t-35th/73
SEASON TOTALS,SEASON TOTALS,3,257 Avg. 85.7,+14,-
